playerid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namegiven,weight,height,bats,throws,debut,finalgame,retroid,bbrefid,schoolid,yearid
alexada01,1903,4.0,26.0,USA,TN,Greeneville,1979.0,3.0,2.0,USA,TN,Greeneville,Dale,Alexander,David Dale,210.0,75.0,R,R,1929-04-16,1933-09-23,alexd101,alexada01,tusculum,1922
alexaga01,1953,3.0,27.0,USA,CA,Los Angeles,,,,,,,Gary,Alexander,Gary Wayne,195.0,74.0,R,R,1975-09-12,1981-09-28,alexg101,alexaga01,caharbo,1971
alexage01,1968,3.0,26.0,USA,LA,Baton Rouge,,,,,,,Gerald,Alexander,Gerald Paul,190.0,71.0,R,R,1990-09-09,1992-06-30,alexg001,alexage01,tulane,1987
alexage01,1968,3.0,26.0,USA,LA,Baton Rouge,,,,,,,Gerald,Alexander,Gerald Paul,190.0,71.0,R,R,1990-09-09,1992-06-30,alexg001,alexage01,tulane,1988
alexage01,1968,3.0,26.0,USA,LA,Baton Rouge,,,,,,,Gerald,Alexander,Gerald Paul,190.0,71.0,R,R,1990-09-09,1992-06-30,alexg001,alexage01,tulane,1989
alexama01,1947,1.0,30.0,USA,LA,Shreveport,,,,,,,Matt,Alexander,Matthew,168.0,71.0,B,R,1973-08-23,1981-10-03,alexm101,alexama01,grambling,1966
alexama01,1947,1.0,30.0,USA,LA,Shreveport,,,,,,,Matt,Alexander,Matthew,168.0,71.0,B,R,1973-08-23,1981-10-03,alexm101,alexama01,grambling,1967
alexama01,1947,1.0,30.0,USA,LA,Shreveport,,,,,,,Matt,Alexander,Matthew,168.0,71.0,B,R,1973-08-23,1981-10-03,alexm101,alexama01,grambling,1968
alfarja01,1977,11.0,29.0,USA,TX,San Antonio,,,,,,,Jason,Alfaro,Jason,185.0,70.0,R,R,2004-09-09,2004-10-01,alfaj001,alfarja01,txhillj,1997
alicelu01,1965,7.0,29.0,P.R.,,Santurce,,,,,,,Luis,Alicea,Luis Rene,165.0,69.0,B,R,1988-04-23,2002-09-25,alicl001,alicelu01,floridast,1984
alicelu01,1965,7.0,29.0,P.R.,,Santurce,,,,,,,Luis,Alicea,Luis Rene,165.0,69.0,B,R,1988-04-23,2002-09-25,alicl001,alicelu01,floridast,1985
alicelu01,1965,7.0,29.0,P.R.,,Santurce,,,,,,,Luis,Alicea,Luis Rene,165.0,69.0,B,R,1988-04-23,2002-09-25,alicl001,alicelu01,floridast,1986
allanan01,1961,12.0,22.0,USA,VA,Richmond,,,,,,,Andy,Allanson,Andrew Neal,220.0,77.0,R,R,1986-04-07,1995-10-02,allaa001,allanan01,richmond,1981
allanan01,1961,12.0,22.0,USA,VA,Richmond,,,,,,,Andy,Allanson,Andrew Neal,220.0,77.0,R,R,1986-04-07,1995-10-02,allaa001,allanan01,richmond,1982
allanan01,1961,12.0,22.0,USA,VA,Richmond,,,,,,,Andy,Allanson,Andrew Neal,220.0,77.0,R,R,1986-04-07,1995-10-02,allaa001,allanan01,richmond,1983
allenbe01,1939,4.0,16.0,USA,OH,East Liverpool,,,,,,,Bernie,Allen,Bernard Keith,175.0,72.0,L,R,1962-04-10,1973-09-19,alleb105,allenbe01,purdue,1959
allenbe01,1939,4.0,16.0,USA,OH,East Liverpool,,,,,,,Bernie,Allen,Bernard Keith,175.0,72.0,L,R,1962-04-10,1973-09-19,alleb105,allenbe01,purdue,1960
allenbe01,1939,4.0,16.0,USA,OH,East Liverpool,,,,,,,Bernie,Allen,Bernard Keith,175.0,72.0,L,R,1962-04-10,1973-09-19,alleb105,allenbe01,purdue,1961
allenbo02,1894,10.0,13.0,USA,WI,Muscoda,1975.0,12.0,18.0,USA,IL,Naperville,Bob,Allen,Robert,180.0,70.0,R,R,1919-08-20,1919-09-09,alleb104,allenbo02,wisconsin,1919
allenbo02,1894,10.0,13.0,USA,WI,Muscoda,1975.0,12.0,18.0,USA,IL,Naperville,Bob,Allen,Robert,180.0,70.0,R,R,1919-08-20,1919-09-09,alleb104,allenbo02,wisconsin,1920
allenbo02,1894,10.0,13.0,USA,WI,Muscoda,1975.0,12.0,18.0,USA,IL,Naperville,Bob,Allen,Robert,180.0,70.0,R,R,1919-08-20,1919-09-09,alleb104,allenbo02,wisconsin,1921
allench01,1975,2.0,6.0,USA,TX,Dallas,,,,,,,Chad,Allen,John Chad,195.0,73.0,R,R,1999-04-06,2005-06-02,allec001,allench01,texasam,1994
allench01,1975,2.0,6.0,USA,TX,Dallas,,,,,,,Chad,Allen,John Chad,195.0,73.0,R,R,1999-04-06,2005-06-02,allec001,allench01,texasam,1995
allench01,1975,2.0,6.0,USA,TX,Dallas,,,,,,,Chad,Allen,John Chad,195.0,73.0,R,R,1999-04-06,2005-06-02,allec001,allench01,texasam,1996
allenco01,1988,11.0,20.0,USA,FL,Orlando,,,,,,,Cody,Allen,Cody Edward,210.0,73.0,R,R,2012-07-20,2017-10-01,allec002,allenco01,highpoint,2011
allendu01,1972,8.0,9.0,USA,OK,Oklahoma City,,,,,,,Dusty,Allen,Dustin R.,215.0,76.0,R,R,2000-07-01,2000-10-01,alled001,allendu01,stanford,1992
allendu01,1972,8.0,9.0,USA,OK,Oklahoma City,,,,,,,Dusty,Allen,Dustin R.,215.0,76.0,R,R,2000-07-01,2000-10-01,alled001,allendu01,stanford,1993
allendu01,1972,8.0,9.0,USA,OK,Oklahoma City,,,,,,,Dusty,Allen,Dustin R.,215.0,76.0,R,R,2000-07-01,2000-10-01,alled001,allendu01,stanford,1994
allendu01,1972,8.0,9.0,USA,OK,Oklahoma City,,,,,,,Dusty,Allen,Dustin R.,215.0,76.0,R,R,2000-07-01,2000-10-01,alled001,allendu01,stanford,1995
allenet01,1904,1.0,1.0,USA,OH,Cincinnati,1993.0,9.0,15.0,USA,CA,Crescent City,Ethan,Allen,Ethan Nathan,180.0,73.0,R,R,1926-06-13,1938-06-18,allee101,allenet01,cincy,1924
allenet01,1904,1.0,1.0,USA,OH,Cincinnati,1993.0,9.0,15.0,USA,CA,Crescent City,Ethan,Allen,Ethan Nathan,180.0,73.0,R,R,1926-06-13,1938-06-18,allee101,allenet01,cincy,1925
allenet01,1904,1.0,1.0,USA,OH,Cincinnati,1993.0,9.0,15.0,USA,CA,Crescent City,Ethan,Allen,Ethan Nathan,180.0,73.0,R,R,1926-06-13,1938-06-18,allee101,allenet01,cincy,1926
allenfr01,1888,8.0,26.0,USA,AL,Newbern,1933.0,7.0,30.0,USA,AL,Gainsville,Frank,Allen,Frank Leon,175.0,69.0,R,L,1912-04-24,1917-09-19,allef101,allenfr01,rhodestn,1907
allenfr01,1888,8.0,26.0,USA,AL,Newbern,1933.0,7.0,30.0,USA,AL,Gainsville,Frank,Allen,Frank Leon,175.0,69.0,R,L,1912-04-24,1917-09-19,allef101,allenfr01,rhodestn,1908
allenfr01,1888,8.0,26.0,USA,AL,Newbern,1933.0,7.0,30.0,USA,AL,Gainsville,Frank,Allen,Frank Leon,175.0,69.0,R,L,1912-04-24,1917-09-19,allef101,allenfr01,rhodestn,1909
allenga01,1955,2.0,4.0,USA,CA,Culver City,,,,,,,Gary,Allenson,Gary Martin,185.0,71.0,R,R,1979-04-08,1985-08-23,alleg001,allenga01,arizonast,1973
allenga01,1955,2.0,4.0,USA,CA,Culver City,,,,,,,Gary,Allenson,Gary Martin,185.0,71.0,R,R,1979-04-08,1985-08-23,alleg001,allenga01,arizonast,1974
allenga01,1955,2.0,4.0,USA,CA,Culver City,,,,,,,Gary,Allenson,Gary Martin,185.0,71.0,R,R,1979-04-08,1985-08-23,alleg001,allenga01,arizonast,1975
allenga01,1955,2.0,4.0,USA,CA,Culver City,,,,,,,Gary,Allenson,Gary Martin,185.0,71.0,R,R,1979-04-08,1985-08-23,alleg001,allenga01,arizonast,1976
allenja02,1958,5.0,29.0,USA,WA,Yakima,,,,,,,Jamie,Allen,James Bradley,205.0,72.0,R,R,1983-05-01,1983-09-04,allej101,allenja02,arizonast,1977
allenja02,1958,5.0,29.0,USA,WA,Yakima,,,,,,,Jamie,Allen,James Bradley,205.0,72.0,R,R,1983-05-01,1983-09-04,allej101,allenja02,arizonast,1978
allenja02,1958,5.0,29.0,USA,WA,Yakima,,,,,,,Jamie,Allen,James Bradley,205.0,72.0,R,R,1983-05-01,1983-09-04,allej101,allenja02,arizonast,1979
allenje01,1972,1.0,11.0,USA,IN,Anderson,,,,,,,Jermaine,Allensworth,Jermaine LaMont,178.0,72.0,R,R,1996-07-23,1999-05-29,allej001,allenje01,purdue,1991
allenje01,1972,1.0,11.0,USA,IN,Anderson,,,,,,,Jermaine,Allensworth,Jermaine LaMont,178.0,72.0,R,R,1996-07-23,1999-05-29,allej001,allenje01,purdue,1992
allenje01,1972,1.0,11.0,USA,IN,Anderson,,,,,,,Jermaine,Allensworth,Jermaine LaMont,178.0,72.0,R,R,1996-07-23,1999-05-29,allej001,allenje01,purdue,1993
allenki01,1953,4.0,5.0,USA,CA,Fontana,,,,,,,Kim,Allen,Kim Bryant,175.0,71.0,R,R,1980-09-02,1981-09-29,allek101,allenki01,ucriver,1973
allenki01,1953,4.0,5.0,USA,CA,Fontana,,,,,,,Kim,Allen,Kim Bryant,175.0,71.0,R,R,1980-09-02,1981-09-29,allek101,allenki01,ucriver,1974
allenki01,1953,4.0,5.0,USA,CA,Fontana,,,,,,,Kim,Allen,Kim Bryant,175.0,71.0,R,R,1980-09-02,1981-09-29,allek101,allenki01,ucriver,1975
allenpe01,1868,5.0,1.0,USA,OH,Columbiana,1946.0,4.0,15.0,USA,PA,Philadelphia,Pete,Allen,Jesse Hall,185.0,68.0,R,R,1893-08-04,1893-08-04,allep101,allenpe01,amherstma,1892
allenpe01,1868,5.0,1.0,USA,OH,Columbiana,1946.0,4.0,15.0,USA,PA,Philadelphia,Pete,Allen,Jesse Hall,185.0,68.0,R,R,1893-08-04,1893-08-04,allep101,allenpe01,amherstma,1893
allisbo01,1934,7.0,11.0,USA,MO,Raytown,1995.0,4.0,9.0,USA,AZ,Rio Verde,Bob,Allison,William Robert,205.0,75.0,R,R,1958-09-16,1970-09-29,allib103,allisbo01,kansas,1954
allisda01,1966,8.0,14.0,USA,VA,Front Royal,,,,,,,Dana,Allison,Dana Eric,215.0,75.0,R,L,1991-04-12,1991-05-23,allid001,allisda01,jamesmad,1986
allisda01,1966,8.0,14.0,USA,VA,Front Royal,,,,,,,Dana,Allison,Dana Eric,215.0,75.0,R,L,1991-04-12,1991-05-23,allid001,allisda01,jamesmad,1987
allisda01,1966,8.0,14.0,USA,VA,Front Royal,,,,,,,Dana,Allison,Dana Eric,215.0,75.0,R,L,1991-04-12,1991-05-23,allid001,allisda01,jamesmad,1988
allisda01,1966,8.0,14.0,USA,VA,Front Royal,,,,,,,Dana,Allison,Dana Eric,215.0,75.0,R,L,1991-04-12,1991-05-23,allid001,allisda01,jamesmad,1989
allrebe01,1965,6.0,4.0,USA,AZ,Mesa,,,,,,,Beau,Allred,Dale LeBeau,190.0,72.0,L,L,1989-09-07,1991-06-25,allrb001,allrebe01,lamar,1986
allrebe01,1965,6.0,4.0,USA,AZ,Mesa,,,,,,,Beau,Allred,Dale LeBeau,190.0,72.0,L,L,1989-09-07,1991-06-25,allrb001,allrebe01,lamar,1987
almanar01,1972,10.0,26.0,USA,TX,El Paso,,,,,,,Armando,Almanza,Armando,205.0,75.0,L,L,1999-07-29,2005-07-20,almaa001,almanar01,nmnmjco,1992
almanar01,1972,10.0,26.0,USA,TX,El Paso,,,,,,,Armando,Almanza,Armando,205.0,75.0,L,L,1999-07-29,2005-07-20,almaa001,almanar01,nmnmjco,1993
almonbi01,1952,11.0,21.0,USA,RI,Providence,,,,,,,Bill,Almon,William Francis,180.0,75.0,R,R,1974-09-02,1988-06-14,almob001,almonbi01,brown,1973
almonbi01,1952,11.0,21.0,USA,RI,Providence,,,,,,,Bill,Almon,William Francis,180.0,75.0,R,R,1974-09-02,1988-06-14,almob001,almonbi01,brown,1974
almoned01,1976,12.0,17.0,D.R.,Santiago,Santiago,,,,,,,Edwin,Almonte,Edwin,200.0,75.0,R,R,2003-07-07,2003-09-10,almoe002,almoned01,stfranny,1996
almoned01,1976,12.0,17.0,D.R.,Santiago,Santiago,,,,,,,Edwin,Almonte,Edwin,200.0,75.0,R,R,2003-07-07,2003-09-10,almoe002,almoned01,stfranny,1997
almoned01,1976,12.0,17.0,D.R.,Santiago,Santiago,,,,,,,Edwin,Almonte,Edwin,200.0,75.0,R,R,2003-07-07,2003-09-10,almoe002,almoned01,stfranny,1998
alonsyo01,1987,4.0,8.0,Cuba,La Habana,La Habana,,,,,,,Yonder,Alonso,Yonder,230.0,73.0,L,R,2010-09-01,2017-10-01,alony001,alonsyo01,miamifl,2006
alonsyo01,1987,4.0,8.0,Cuba,La Habana,La Habana,,,,,,,Yonder,Alonso,Yonder,230.0,73.0,L,R,2010-09-01,2017-10-01,alony001,alonsyo01,miamifl,2007
alonsyo01,1987,4.0,8.0,Cuba,La Habana,La Habana,,,,,,,Yonder,Alonso,Yonder,230.0,73.0,L,R,2010-09-01,2017-10-01,alony001,alonsyo01,miamifl,2008
aloumo01,1966,7.0,3.0,USA,GA,Atlanta,,,,,,,Moises,Alou,Moises Rojas,185.0,75.0,R,R,1990-07-26,2008-06-10,aloum001,aloumo01,cacanad,1985
aloumo01,1966,7.0,3.0,USA,GA,Atlanta,,,,,,,Moises,Alou,Moises Rojas,185.0,75.0,R,R,1990-07-26,2008-06-10,aloum001,aloumo01,cacanad,1986
alstode01,1952,9.0,22.0,USA,NY,Valhalla,,,,,,,Dell,Alston,Wendell,180.0,72.0,L,R,1977-05-17,1980-10-04,alstd101,alstode01,concordny,1971
alstode01,1952,9.0,22.0,USA,NY,Valhalla,,,,,,,Dell,Alston,Wendell,180.0,72.0,L,R,1977-05-17,1980-10-04,alstd101,alstode01,concordny,1972
alstoga01,1971,12.0,8.0,USA,NY,Mount Vernon,,,,,,,Garvin,Alston,Garvin James,185.0,74.0,R,R,1996-06-06,1996-06-18,alstg001,alstoga01,flinternat,1992
alstoga01,1971,12.0,8.0,USA,NY,Mount Vernon,,,,,,,Garvin,Alston,Garvin James,185.0,74.0,R,R,1996-06-06,1996-06-18,alstg001,alstoga01,nymercy,1990
alstoto01,1926,1.0,31.0,USA,NC,Greensboro,1993.0,12.0,30.0,USA,NC,Winston-Salem,Tom,Alston,Thomas Edison,210.0,77.0,L,R,1954-04-13,1957-09-29,alstt101,alstoto01,ncat,1947
alstoto01,1926,1.0,31.0,USA,NC,Greensboro,1993.0,12.0,30.0,USA,NC,Winston-Salem,Tom,Alston,Thomas Edison,210.0,77.0,L,R,1954-04-13,1957-09-29,alstt101,alstoto01,ncat,1948
alstoto01,1926,1.0,31.0,USA,NC,Greensboro,1993.0,12.0,30.0,USA,NC,Winston-Salem,Tom,Alston,Thomas Edison,210.0,77.0,L,R,1954-04-13,1957-09-29,alstt101,alstoto01,ncat,1949
alstoto01,1926,1.0,31.0,USA,NC,Greensboro,1993.0,12.0,30.0,USA,NC,Winston-Salem,Tom,Alston,Thomas Edison,210.0,77.0,L,R,1954-04-13,1957-09-29,alstt101,alstoto01,ncat,1950
alstowa01,1911,12.0,1.0,USA,OH,Venice,1984.0,10.0,1.0,USA,OH,Oxford,Walter,Alston,Walter Emmons,195.0,74.0,R,R,1936-09-27,1936-09-27,alstw101,alstowa01,miamioh,1933
alstowa01,1911,12.0,1.0,USA,OH,Venice,1984.0,10.0,1.0,USA,OH,Oxford,Walter,Alston,Walter Emmons,195.0,74.0,R,R,1936-09-27,1936-09-27,alstw101,alstowa01,miamioh,1934
alstowa01,1911,12.0,1.0,USA,OH,Venice,1984.0,10.0,1.0,USA,OH,Oxford,Walter,Alston,Walter Emmons,195.0,74.0,R,R,1936-09-27,1936-09-27,alstw101,alstowa01,miamioh,1935
altmage01,1933,3.0,20.0,USA,NC,Goldsboro,,,,,,,George,Altman,George Lee,200.0,76.0,L,R,1959-04-11,1967-10-01,altmg101,altmage01,tennst,1953
altmage01,1933,3.0,20.0,USA,NC,Goldsboro,,,,,,,George,Altman,George Lee,200.0,76.0,L,R,1959-04-11,1967-10-01,altmg101,altmage01,tennst,1954
altmage01,1933,3.0,20.0,USA,NC,Goldsboro,,,,,,,George,Altman,George Lee,200.0,76.0,L,R,1959-04-11,1967-10-01,altmg101,altmage01,tennst,1955
alvarab01,1982,10.0,17.0,USA,CA,Los Angeles,,,,,,,Abe,Alvarez,Abraham,190.0,74.0,L,L,2004-07-22,2006-05-21,alvaa001,alvarab01,longbeach,2001
alvarab01,1982,10.0,17.0,USA,CA,Los Angeles,,,,,,,Abe,Alvarez,Abraham,190.0,74.0,L,L,2004-07-22,2006-05-21,alvaa001,alvarab01,longbeach,2002
alvarab01,1982,10.0,17.0,USA,CA,Los Angeles,,,,,,,Abe,Alvarez,Abraham,190.0,74.0,L,L,2004-07-22,2006-05-21,alvaa001,alvarab01,longbeach,2003
alvarga01,1974,3.0,6.0,Mexico,Sonora,Navojoa,,,,,,,Gabe,Alvarez,Gabriel de Jesus,185.0,73.0,R,R,1998-06-22,2000-09-30,alvag001,alvarga01,usc,1993
alvarga01,1974,3.0,6.0,Mexico,Sonora,Navojoa,,,,,,,Gabe,Alvarez,Gabriel de Jesus,185.0,73.0,R,R,1998-06-22,2000-09-30,alvag001,alvarga01,usc,1994
alvarga01,1974,3.0,6.0,Mexico,Sonora,Navojoa,,,,,,,Gabe,Alvarez,Gabriel de Jesus,185.0,73.0,R,R,1998-06-22,2000-09-30,alvag001,alvarga01,usc,1995
alvarjo01,1956,4.0,12.0,USA,FL,Tampa,,,,,,,Jose,Alvarez,Jose Lino,170.0,70.0,R,R,1981-10-01,1989-06-24,alvaj001,alvarjo01,flhills,1975
alvarjo01,1956,4.0,12.0,USA,FL,Tampa,,,,,,,Jose,Alvarez,Jose Lino,170.0,70.0,R,R,1981-10-01,1989-06-24,alvaj001,alvarjo01,flhills,1976
alvarjo01,1956,4.0,12.0,USA,FL,Tampa,,,,,,,Jose,Alvarez,Jose Lino,170.0,70.0,R,R,1981-10-01,1989-06-24,alvaj001,alvarjo01,ulala,1977
alvarjo01,1956,4.0,12.0,USA,FL,Tampa,,,,,,,Jose,Alvarez,Jose Lino,170.0,70.0,R,R,1981-10-01,1989-06-24,alvaj001,alvarjo01,ulala,1978
alvarju01,1973,8.0,9.0,USA,FL,Coral Gables,,,,,,,Juan,Alvarez,Juan M.,180.0,73.0,L,L,1999-09-01,2003-06-03,alvaj002,alvarju01,stthomasfl,1992
alvarju01,1973,8.0,9.0,USA,FL,Coral Gables,,,,,,,Juan,Alvarez,Juan M.,180.0,73.0,L,L,1999-09-01,2003-06-03,alvaj002,alvarju01,stthomasfl,1993
alvarju01,1973,8.0,9.0,USA,FL,Coral Gables,,,,,,,Juan,Alvarez,Juan M.,180.0,73.0,L,L,1999-09-01,2003-06-03,alvaj002,alvarju01,stthomasfl,1994
alvarju01,1973,8.0,9.0,USA,FL,Coral Gables,,,,,,,Juan,Alvarez,Juan M.,180.0,73.0,L,L,1999-09-01,2003-06-03,alvaj002,alvarju01,stthomasfl,1995
alvarpe01,1987,2.0,6.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Pedro,Alvarez,Pedro Manuel,250.0,75.0,L,R,2010-06-16,2017-09-30,alvap001,alvarpe01,vandy,2006
alvarpe01,1987,2.0,6.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Pedro,Alvarez,Pedro Manuel,250.0,75.0,L,R,2010-06-16,2017-09-30,alvap001,alvarpe01,vandy,2007
alvarpe01,1987,2.0,6.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Pedro,Alvarez,Pedro Manuel,250.0,75.0,L,R,2010-06-16,2017-09-30,alvap001,alvarpe01,vandy,2008
alvarrj01,1991,6.0,8.0,USA,FL,West Palm Beach,,,,,,,R. J.,Alvarez,Roy Emilio,225.0,74.0,R,R,2014-09-03,2015-09-29,alvar001,alvarrj01,flatlantic,2010
alvarrj01,1991,6.0,8.0,USA,FL,West Palm Beach,,,,,,,R. J.,Alvarez,Roy Emilio,225.0,74.0,R,R,2014-09-03,2015-09-29,alvar001,alvarrj01,flatlantic,2011
alvarrj01,1991,6.0,8.0,USA,FL,West Palm Beach,,,,,,,R. J.,Alvarez,Roy Emilio,225.0,74.0,R,R,2014-09-03,2015-09-29,alvar001,alvarrj01,flatlantic,2012
alvisma01,1938,2.0,2.0,USA,TX,Jasper,,,,,,,Max,Alvis,Roy Maxwell,185.0,71.0,R,R,1962-09-11,1970-09-27,alvim101,alvisma01,texas,1958
alyeabr01,1940,12.0,8.0,USA,NJ,Passaic,,,,,,,Brant,Alyea,Garrabrant Ryerson,215.0,75.0,R,R,1965-09-11,1972-10-03,alyeb101,alyeabr01,hofstra,1960
alyeabr01,1940,12.0,8.0,USA,NJ,Passaic,,,,,,,Brant,Alyea,Garrabrant Ryerson,215.0,75.0,R,R,1965-09-11,1972-10-03,alyeb101,alyeabr01,hofstra,1961
amalfjo01,1934,1.0,23.0,USA,CA,San Pedro,,,,,,,Joey,Amalfitano,John Joseph,175.0,71.0,R,R,1954-05-02,1967-06-27,amalj101,amalfjo01,loyolamary,1952
amalfjo01,1934,1.0,23.0,USA,CA,San Pedro,,,,,,,Joey,Amalfitano,John Joseph,175.0,71.0,R,R,1954-05-02,1967-06-27,amalj101,amalfjo01,loyolamary,1953
amarari01,1962,4.0,1.0,USA,CA,Visalia,,,,,,,Rich,Amaral,Richard Louis,175.0,72.0,R,R,1991-05-27,2000-06-14,amarr001,amarari01,caorang,1981
amarari01,1962,4.0,1.0,USA,CA,Visalia,,,,,,,Rich,Amaral,Richard Louis,175.0,72.0,R,R,1991-05-27,2000-06-14,amarr001,amarari01,ucla,1982
amarari01,1962,4.0,1.0,USA,CA,Visalia,,,,,,,Rich,Amaral,Richard Louis,175.0,72.0,R,R,1991-05-27,2000-06-14,amarr001,amarari01,ucla,1983
amaroru02,1965,2.0,12.0,USA,PA,Philadelphia,,,,,,,Ruben,Amaro,Ruben,170.0,70.0,B,R,1991-06-08,1998-09-27,amarr002,amaroru02,stanford,1984
amaroru02,1965,2.0,12.0,USA,PA,Philadelphia,,,,,,,Ruben,Amaro,Ruben,170.0,70.0,B,R,1991-06-08,1998-09-27,amarr002,amaroru02,stanford,1985
amaroru02,1965,2.0,12.0,USA,PA,Philadelphia,,,,,,,Ruben,Amaro,Ruben,170.0,70.0,B,R,1991-06-08,1998-09-27,amarr002,amaroru02,stanford,1986
amaroru02,1965,2.0,12.0,USA,PA,Philadelphia,,,,,,,Ruben,Amaro,Ruben,170.0,70.0,B,R,1991-06-08,1998-09-27,amarr002,amaroru02,stanford,1987
amblewa01,1915,11.0,8.0,USA,PA,Abington,1998.0,1.0,3.0,USA,FL,Ponte Vedra Beach,Wayne,Ambler,Wayne Harper,165.0,68.0,R,R,1937-06-04,1939-09-04,amblw101,amblewa01,duke,1935
amblewa01,1915,11.0,8.0,USA,PA,Abington,1998.0,1.0,3.0,USA,FL,Ponte Vedra Beach,Wayne,Ambler,Wayne Harper,165.0,68.0,R,R,1937-06-04,1939-09-04,amblw101,amblewa01,duke,1936
amblewa01,1915,11.0,8.0,USA,PA,Abington,1998.0,1.0,3.0,USA,FL,Ponte Vedra Beach,Wayne,Ambler,Wayne Harper,165.0,68.0,R,R,1937-06-04,1939-09-04,amblw101,amblewa01,duke,1937
ambrihe01,1984,5.0,24.0,USA,CA,Orange,,,,,,,Hector,Ambriz,Hector,235.0,74.0,L,R,2010-04-30,2014-05-07,ambrh001,ambrihe01,ucla,2003
ambrihe01,1984,5.0,24.0,USA,CA,Orange,,,,,,,Hector,Ambriz,Hector,235.0,74.0,L,R,2010-04-30,2014-05-07,ambrh001,ambrihe01,ucla,2004
ambrihe01,1984,5.0,24.0,USA,CA,Orange,,,,,,,Hector,Ambriz,Hector,235.0,74.0,L,R,2010-04-30,2014-05-07,ambrh001,ambrihe01,ucla,2005
ambrihe01,1984,5.0,24.0,USA,CA,Orange,,,,,,,Hector,Ambriz,Hector,235.0,74.0,L,R,2010-04-30,2014-05-07,ambrh001,ambrihe01,ucla,2006
amelued01,1959,4.0,13.0,USA,CA,Fullerton,,,,,,,Ed,Amelung,Edward Allen,180.0,71.0,L,L,1984-07-28,1986-07-07,amele001,amelued01,casajco,1978
amelued01,1959,4.0,13.0,USA,CA,Fullerton,,,,,,,Ed,Amelung,Edward Allen,180.0,71.0,L,L,1984-07-28,1986-07-07,amele001,amelued01,casajco,1979
amelued01,1959,4.0,13.0,USA,CA,Fullerton,,,,,,,Ed,Amelung,Edward Allen,180.0,71.0,L,L,1984-07-28,1986-07-07,amele001,amelued01,sandiegost,1980
amesst01,1988,3.0,15.0,USA,WA,Vancouver,,,,,,,Steve,Ames,Steven C.,205.0,73.0,R,R,2013-07-30,2013-08-11,amess001,amesst01,gonzaga,2009
amezaal01,1978,1.0,16.0,Mexico,Sonora,Ciudad Obregon,,,,,,,Alfredo,Amezaga,Alfredo,165.0,71.0,B,R,2002-05-24,2011-09-04,ameza001,amezaal01,flstpet,1998
amezaal01,1978,1.0,16.0,Mexico,Sonora,Ciudad Obregon,,,,,,,Alfredo,Amezaga,Alfredo,165.0,71.0,B,R,2002-05-24,2011-09-04,ameza001,amezaal01,flstpet,1999
anderal01,1914,1.0,28.0,USA,GA,Gainesville,1985.0,6.0,23.0,USA,GA,Albany,Alf,Anderson,Alfred Walton,165.0,71.0,R,R,1941-04-20,1946-04-21,andea102,anderal01,georgia,1935
anderal01,1914,1.0,28.0,USA,GA,Gainesville,1985.0,6.0,23.0,USA,GA,Albany,Alf,Anderson,Alfred Walton,165.0,71.0,R,R,1941-04-20,1946-04-21,andea102,anderal01,georgia,1936
anderal01,1914,1.0,28.0,USA,GA,Gainesville,1985.0,6.0,23.0,USA,GA,Albany,Alf,Anderson,Alfred Walton,165.0,71.0,R,R,1941-04-20,1946-04-21,andea102,anderal01,georgia,1937
anderbr01,1964,1.0,18.0,USA,MD,Silver Spring,,,,,,,Brady,Anderson,Brady Kevin,170.0,73.0,L,L,1988-04-04,2002-05-20,andeb001,anderbr01,ucirvine,1983
anderbr01,1964,1.0,18.0,USA,MD,Silver Spring,,,,,,,Brady,Anderson,Brady Kevin,170.0,73.0,L,L,1988-04-04,2002-05-20,andeb001,anderbr01,ucirvine,1984
anderbr01,1964,1.0,18.0,USA,MD,Silver Spring,,,,,,,Brady,Anderson,Brady Kevin,170.0,73.0,L,L,1988-04-04,2002-05-20,andeb001,anderbr01,ucirvine,1985
anderbr02,1972,4.0,26.0,USA,VA,Portsmouth,,,,,,,Brian,Anderson,Brian James,190.0,73.0,B,L,1993-09-10,2005-05-08,andeb002,anderbr02,wrightst,1991
anderbr02,1972,4.0,26.0,USA,VA,Portsmouth,,,,,,,Brian,Anderson,Brian James,190.0,73.0,B,L,1993-09-10,2005-05-08,andeb002,anderbr02,wrightst,1992
anderbr02,1972,4.0,26.0,USA,VA,Portsmouth,,,,,,,Brian,Anderson,Brian James,190.0,73.0,B,L,1993-09-10,2005-05-08,andeb002,anderbr02,wrightst,1993
anderbr03,1982,3.0,11.0,USA,AZ,Tucson,,,,,,,Brian,Anderson,Brian Nikola,220.0,74.0,R,R,2005-08-16,2009-10-04,andeb003,anderbr03,arizona,2001
anderbr03,1982,3.0,11.0,USA,AZ,Tucson,,,,,,,Brian,Anderson,Brian Nikola,220.0,74.0,R,R,2005-08-16,2009-10-04,andeb003,anderbr03,arizona,2002
anderbr03,1982,3.0,11.0,USA,AZ,Tucson,,,,,,,Brian,Anderson,Brian Nikola,220.0,74.0,R,R,2005-08-16,2009-10-04,andeb003,anderbr03,arizona,2003
